9319	318
2412	2
3125	1
6632	961
3453	8
6088	9
4711	4
1626	5
859	3
14102	1194
7655	445
2653	2969
3230	1
6334	1
6334	1
4651	1
6487	4
149	2
5242	38
395	21
9586	3522
165	1
5796	1
13872	10
13938	1299
9049	1
1574	6
3147	22
55	4
1407	1
1825	2
2488	33
1615	159
3043	125
8797	57
8826	1070
2809	374
3004	397
2155	30
1435	1
8615	2
8580	858
2149	325
92	1
2690	148
5909	27
6382	159
1471	2
1477	29
6853	1
2390	24
92	1
7286	206
64	1
8595	125
13434	532
14507	4306
3375	73
817	1534
92	1
159	202
6897	1
456	1
9176	34
528	2
384	1
8403	18
436	1
3378	219
4608	2
6188	2
10317	1819
10629	66
893	3
8679	16
34	1
11247	186
2074	5
358	1
10624	357
3389	1
946	2
710	2
1923	7
9511	89
64	1
10295	235
836	8
3360	74
10056	1
4910	1
160	2
1653	39
10083	335
2329	1003
295	1
7215	8
1876	1
12161	17
6341	315
2393	79
207	3
2106	92
8132	3
442	8
1936	19
5071	150
149	2
6554	65
2648	3
4768	4
3226	306
984	33
12502	2
14103	73
64	1
4052	7815
1461	13
7170	18
7970	20
2830	1099
9218	52
1933	2
2776	34
1362	6
595	101
2580	1
365	6
4883	2244
6609	2
10338	73
386	2
2362	1071
5084	33
12774	43
1483	2
1021	1
1770	1
12598	242
11555	4544
436	1
6450	1
4398	1
14063	13
8655	62
3193	131
1255	1
4844	2
1304	2
1806	19
3017	4
977	5
1437	215
1914	121
938	2
2572	3
603	1
1970	1
6346	1
25	1
2442	80
496	1
3632	2
995	24
4401	75
25	1
9199	15
508	11
7494	38
3797	1
4693	29
245	1
13420	128
9380	244
2350	2259
384	1
9701	342
162	1
4819	4
217	1
942	1270
64	1
74	9848
2708	1
8532	4
2458	3
7993	2193
9528	676
597	5
2098	77
1376	1
2412	1
3308	3
391	2
8305	4
969	2
8240	158
3487	1
7417	1
276	3
5518	11
7025	2
7775	7
1919	1
3952	38
9016	31
2402	120
436	1
10504	996
3997	22
7908	14
820	1
2045	177
8876	32
3146	86
814	2
4772	2
395	2
9467	50
12767	577
9713	170
11715	185
984	24
2412	8
3360	56
2756	4
1121	3
6715	1503
6729	70
162	1
3528	6
29	2
5907	9
472	1
2510	431
384	1
505	64
2746	655
5301	1496
2775	12
3439	207
12210	406
11459	29
1172	2
6980	4
1745	1
4999	24
8958	1
8958	1
217	6
3586	412
160	2
3782	1
1329	2
5449	561
4839	55
865	5
846	2
1240	77
7601	16
71	9
4793	1
522	1
1225	50
1907	31
11090	8
673	2
774	341
1150	13
436	1
5822	745
34	1
6387	372
871	6
4651	1
4360	1
3174	112
1773	1
10705	1170
4214	26
8214	6
34	1
8312	67
4452	2
2424	11
3245	2
1016	1
1439	1
13640	32
555	259
3203	28
1684	2
4701	1
2039	139
5188	30
987	1
4307	498
9737	1
1434	1
34	1
10752	15
9165	18
1568	1
11458	1
8839	1
34	1
1373	15
2123	4
5230	12
6970	1384
5932	7872
451	9
4950	125
14191	519
436	1
436	1
2799	934
34	1
9045	54
384	2
6251	18
77	10
7350	122
6081	14
453	988
436	1
7771	456
12470	22
1762	24
6681	7
8197	311
62	1
8849	214
10952	599
1360	93
11425	109
2222	3411
3811	123
13619	325
2267	28
4673	22
6853	1
1553	1
162	1
2411	4
237	9
5553	53
1342	9
8367	146
143	2
2904	270
5795	1
1129	1
64	1
7877	85
121	1
1776	8
1948	4
10309	40
441	5
10123	289
942	2
9724	9
3259	6
2686	610
6370	15
3971	3
62	1
7521	244
1986	771
270	1
587	2
780	1364
64	1
10977	5335
143	1
11484	26
436	1
10970	163
195	71
7044	5
719	1444
10129	3385
1213	1
3145	41
289	15
1081	49
121	1
2970	3
828	12
4029	8
931	10
3129	40
793	1
9682	5
2947	713
2667	19
436	1
13584	119
9537	320
11453	139
64	1
9126	101
864	1
4342	164
6319	1
5810	1
873	1
1397	4
346	1
3112	1
4098	51
1179	1
1315	5
1099	926
1451	1
1654	1
1166	6
11114	19
1883	1
2910	300
5923	97
6048	68
992	1
3571	667
94	3
10254	8
6429	430
5015	4
875	1
5035	90
34	1
1643	1
10386	3
3772	1
92	1
2718	40
1788	12
2970	33
1451	1
2246	1
34	1
6526	242
1936	1
1351	11
10556	137
3827	33
1004	1
7645	32
1930	1
6604	1
4001	6
3745	36
2181	1
11080	1
992	1
9100	373
3827	24
3149	2145
3140	92
443	4
570	18
10471	356
9887	10
1665	3
344	1
11391	4
13561	885
6591	16
2840	66
11532	65
11352	32
11868	127
7046	1
7988	19
34	1
11247	519
34	1
7929	7974
9477	34
971	64
143	1
3812	8
1407	3
7402	10
143	1
9501	102
1459	21
8414	1482
92	1
8536	31
1329	2
1653	93
6159	52
1305	164
4433	1
1761	1
3156	22
4900	176
10099	31
11409	12
12542	40
4711	2
10525	735
2319	9
2594	1145
10510	1626
303	21
1197	17
3077	4
1796	1
7575	722
8687	1034
5981	112
2585	400
7828	132
659	2
1194	3
4197	139
942	14
1936	22
329	3
56	32
6917	194
6244	75
70	1
7746	13
9248	243
2877	4
384	1
3353	20
6599	114
1648	12
864	2
13791	161
119	1
12952	119
384	1
8965	679
7083	51
9859	2016
8009	10640
4848	35
2379	10
12444	10
162	1
1882	1
4505	19
2319	10
92	1
3068	53
969	1
10473	6
204	10
1886	15
3823	25
114	1
8806	165
8119	4
5127	32
7579	36
5793	13
214	1
7321	23
13515	3
448	6
11957	4
10373	1
8380	38
143	1
11429	4
873	1
700	4
7469	9
1523	60
639	1
11032	6
92	1
5784	167
13838	1631
1414	160
873	1
416	29
800	900
2072	4
7020	2
4898	1
8283	1056
4204	818
165	2
1685	11
8509	167
7244	61
10959	214
7843	146
13796	101
13403	10
4589	65
2563	6
7097	48
202	2
12535	9
6694	150
4523	507
9152	11
436	1
3794	1000
496	1
5373	1316
422	5
11223	14
7656	41
6252	620
2672	317
4565	1
276	3
766	77
143	1
8855	18
3216	5
933	2
11477	1
2464	1
6510	12
260	11
1777	310
4688	22
2322	20
12439	17
25	1
3341	14
5399	9
9663	36
437	4
5850	46
1004	1
1210	70
13498	219
12598	1409
9885	53
7459	14
1037	61
2033	6
1417	7
2183	444
6	4
12683	376
2123	10
34	6
1061	1
289	1
333	4
854	34
3381	882
3391	184
7835	1771
3163	23
992	1
4213	153
6608	85
2365	49
2353	4
6944	80
237	18
238	1
66	1
5995	157
9062	248
944	950
70	1
946	1
162	1
3984	2426
5056	1
11594	188
1064	1
3172	34
8217	2
5891	7
1417	1
9799	374
10978	192
643	221
2194	1
8755	1
3571	1
3011	1
1329	2
8580	17
6635	501
5782	10
784	15
4125	29
217	1
2894	1383
6234	1554
10027	236
160	2
807	22
1795	3
1197	22
395	1
6724	83
143	1
4614	7
34	1
1722	77
11188	56
6591	13
2373	3
1468	39
3283	7341
10295	374
162	1
554	11
8614	18
3332	4
143	1
5176	16
276	6
7784	1043
5976	18
5545	39
6101	1
6757	10
1278	4
617	2
2594	618
1666	7030
4496	2
10176	15
85	77
1123	2
34	1
2047	1
1876	2
2842	6
2175	5
2338	17
228	28
5303	2646
436	1
3543	1170
5233	611
5314	68
1916	1
330	1
64	1
1601	6982
183	1
6830	1
8076	350
12343	23
12850	1
9159	2
1972	1
3782	1
2942	2
10444	209
8324	1
3306	14
436	1
7423	624
4615	301
7190	499
2972	311
358	14
34	1
5641	24
2801	26
9139	422
64	1
4013	366
13705	431
3230	1
873	2
3168	152
6194	18
753	13
3825	8
10403	697
44	22
8765	104
5450	70
8580	43
12302	279
34	1
2697	11
930	1
1426	2
3934	2
2552	1
11008	2
11764	60
384	1
3021	27
207	1
384	2
9222	101
1307	3
6985	124
344	2
5805	69
3674	1
1461	3
4923	61
2435	615
11821	68
5445	6
441	28
12360	943
64	1
1413	244
16	2
3201	32
1938	1
75	23
3849	1
1910	8
162	1
2473	11
4442	1
931	2
1654	4
134	2510
11877	18
4710	44
217	1
11678	66
969	4
9099	749
62	1
9128	169
4964	1
9267	1
12282	105
34	2
3212	4
10957	32
1780	639
5209	109
1770	1
2653	501
2714	22
3728	1
2670	6
3677	6
3259	6
9928	255
217	1
1226	4
9515	4
5885	2
64	1
12871	221
2250	12
3011	491
12914	235
9388	57
64	1
3892	2914
12277	3
12277	4
2274	2
1894	580
421	2
3495	7
165	1
651	2
7265	1146
7639	68
864	1
822	1
14355	3637
11844	470
6343	39
477	5
1439	1
10940	72
9528	844
6318	71
639	1
3522	3
66	1
5052	30
4709	1
11843	4
8746	3
3183	2
9433	234
436	1
8209	254
12519	63
581	1
12177	3
1964	5
3997	10
3024	2
5944	1
1106	75
2281	1
436	1
6656	399
8921	149
2403	4
4290	1
1799	36
34	1
12666	31
92	1
13436	18
10567	34
8930	1044
1100	1
6359	13
34	1
798	292
401	1
8675	142
2093	1
1331	2
10246	429
140	2
2602	6
5551	42
6838	1
6487	1
5717	17
1967	2
82	1750
1993	32
992	1
10114	115
384	1
428	331
391	3
8305	2
2772	21
7417	1
436	1
11603	389
590	5
1675	2
1082	1
5995	1
864	1
11041	9
992	2
5733	31
6581	19
7267	20
34	1
3415	41
1306	3
3483	4
1124	44
3941	1
476	9
430	77
10583	109
5660	3
295	8
3044	13
13796	186
13403	17
5663	1
10545	1
133	1
8905	84
3728	6
8062	58
6	1
8906	86
3520	10
6018	666
7224	1
4337	8
5429	1
8463	1
6396	1
10519	78
422	1
4156	1
6	1
1921	15
8947	1603
881	2
10281	92
4125	10
183	4
5778	1625
4787	387
21	13
8795	119
572	2
2942	1
12873	172
883	446
781	49
6443	214
2305	52
2267	4
1016	1
182	534
1252	22
836	6
3062	99
12826	57
3695	397
251	1
3757	339
4734	1
4991	22
6387	22
701	82
5191	161
674	16
9458	12
11728	9
12031	24
10833	10
1435	2
6545	6
5619	50
12170	12
926	2
8866	59
7101	1315
8203	629
1244	23
1996	4
34	1
4566	2
10108	46
6831	7
8783	1
1745	170
1578	69
12727	2
436	1
7231	650
1747	3
2456	3
2318	6
8224	15
1656	11
12575	89
64	1
8962	172
3627	6
2702	6
5171	123
3070	4
793	1
6020	3
34	1
3680	121
7407	13
6372	184
3381	7
4482	4
8041	30
2252	1
6851	276
984	33
10109	3
7027	82
137	587
9109	120
1923	5
8837	150
8086	35
8599	3
11233	267
7976	78
133	2
130	44
422	2
5719	75
10543	112
34	16
2971	31
373	5
3259	7
5057	586
700	589
9673	1
1565	34
2403	1
6116	2
5686	495
9380	48
9114	21
836	2
5804	10
4710	25
2339	4
226	3
7633	185
1417	1
8742	183
459	2
5213	304
864	2
13211	130
2336	477
14330	135
1428	1
4312	3
3633	1860
7937	278
10397	5
9995	8
1126	4
432	2097
5056	1
6759	77
4793	1
11392	1
92	1
2100	19
4856	29
13809	47
938	2
2612	1
46	1
1697	1
3204	1
6866	1
6116	2
5731	691
2558	9
6362	199
2105	803
9152	13
2284	10
2119	61
6491	37
3741	695
9775	197
708	1
2971	280
6881	1451
92	1
8385	7
143	1
2748	8
1962	2
359	239
162	1
7448	1
13697	7
13697	7
143	1
7106	14
4476	3
1181	1
66	1
311	106
2816	421
4037	104
8393	220
384	2
8499	207
3900	67
34	1
4126	1
673	4
11090	12
977	6
5843	8
793	1
9344	8
4413	107
501	4
1129	1
4436	5
836	2
2735	1
9588	1
140	1
3066	6
13455	20
276	1
3777	5
6654	795
257	251
12648	132
5125	5
11539	53
5035	116
1100	2
4475	464
3447	1
9806	5
5001	266
7338	21
10110	12
5782	7
742	1
10230	11
1654	9
4778	1093
8164	22
4052	2
162	1
1551	10
2848	1
5918	86
324	10
5188	3
1996	1
4121	1
6396	15
3821	94
162	1
6076	9
2303	30
2986	25
2234	4
8728	2
10608	137
5380	7
34	7
1874	998
2975	532
5967	316
204	1
5076	5
5888	3
2695	1
8634	79
6811	25
1236	1
4735	1
4223	171
3203	11
9617	44
1566	74
451	1
845	2
3609	593
597	1
386	1
6834	10
162	1
2599	9
5010	269
1363	47
7043	219
34	5
4214	18
3931	5
1142	6
3185	1
10314	4594
2873	2815
245	1
8380	46
13620	37
3765	38
10629	61
34	3
8279	10
2735	2
864	1
2154	8
276	5
4237	3
1060	60
3991	4
933	1
10273	7
45	10
5422	866
6482	26
5009	43
3604	723
5853	9
12352	5
8015	24
436	1
10180	100
2980	18
4746	11
4275	2
4649	796
9152	1
3749	1
1095	21
7231	28
1166	1
2513	7
4466	28
13295	2240
2848	1
4483	13
1504	30
9150	149
5518	584
6423	283
244	40
235	6
1626	1
514	2
1138	214
2864	9
561	2
8423	112
2170	883
6991	374
5604	64
8728	4
4470	27
3725	237
64	1
827	2041
3739	129
3183	5
2706	51
2403	2
3796	4
4071	2
3887	8
6544	985
5336	2
14084	72
2605	180
930	2
6	1
1542	66
436	1
2097	1056
1306	3
8723	15
7800	108
2699	51
384	2
4746	18
162	1
3360	10
1407	1
2127	1
644	224
4685	2
468	1
5582	1
5276	13
5493	6
4908	24
3228	2
8556	2
5980	2
11539	32
7382	14
162	1
3057	26
6554	230
5670	342
6490	159
3389	1
10319	1
7832	2
8399	6
7915	1
552	2
6048	1
12599	94
9482	185
1744	1
7530	3
1879	1
1488	4
7020	1
1459	1
1938	1
393	49
2048	9
10928	86
92	1
9668	28
5127	13
943	46
165	1
9066	300
7046	1
10370	18
395	1
9946	65
6101	3
642	14
165	1
4943	9
7056	83
9229	126
4476	4
3568	10
204	1
2954	4
183	5
1998	974
165	1
3256	33
162	1
2149	4
4360	8
3875	1980
2274	2
6343	101
7713	21
3135	24
62	1
12276	98
6560	148
987	4
6	1
3275	150
1732	4
316	295
143	1
3968	333
1428	3
6253	14
8515	228
6256	1105
977	13
11426	312
8398	193
2155	3
1100	1
3744	13
64	1
12156	9441
143	1
11593	315
1082	2
11070	3
3376	3
3782	1
8224	4
1605	371
735	2
10537	141
1773	2
4469	149
8948	129
238	3
2048	5
4680	38
5183	576
8909	100
245	7
10648	755
5531	1
9874	3
7942	4
13035	21
2473	90
5025	8
9700	6
8937	8
8577	44
3070	1
1096	84
4350	10
303	9
1756	1
2440	1
13101	75
1123	2
1963	6
1329	4
4414	870
8103	145
6743	21
3455	41
2258	1
2950	4
3690	166
8905	233
5454	68
992	1
8708	104
441	1
10370	62
418	8830
13564	9
11715	70
3828	1
5373	500
2003	32
7936	37
10652	8
8400	672
412	3
143	1
5539	4
331	1
13902	4
2372	10
1955	58
14069	1365
3965	1859
143	1
4378	8
7793	4
3068	3
5245	23
6277	6
1654	4
1736	1517
1930	9
1709	103
2519	1
1083	1
436	1
9335	279
1316	1
2507	2
2929	29
3305	1
9130	302
1332	4
263	2
4102	14
6609	8
5979	784
10389	217
4530	23
34	1
2773	15
4684	7
2771	3
5002	315
2258	3
344	1
8509	77
245	1
3285	41
119	1
11751	95
5211	11
4746	9
1200	13
7258	133
893	1
2048	12
820	10
9997	2521
9742	1
11146	6
436	1
747	831
3677	4
2670	4
10466	52
7074	29
7819	3
12314	41
7521	555
12313	204
8834	4
4179	2
1773	1
1789	266
864	1
5615	1
873	1
9047	20
1636	771
2836	893
34	1
617	1
1401	80
2169	5
13418	106
11054	336
25	1
2179	212
3572	190
3733	9
1304	4
1838	10
2348	1581
7478	134
864	1
6736	98
5336	1
2574	332
2440	1
9981	204
2528	153
1568	2
7240	1
742	1
2966	19
5533	46
10108	46
6831	7
3559	2
486	1
6696	54
301	3
165	1
10450	1
1682	795
55	4
64	1
11666	235
92	1
2407	50
436	1
7283	166
2440	1
11712	24
2761	1
4386	70
333	1
4071	1
13266	5771
2633	5171
1674	2
7133	58
3270	1202
1591	363
1082	1
2718	332
34	1
2723	70
864	1
4042	166
9234	9
9936	53
8520	124
1836	2
11196	5
12224	30
6525	2
11881	5
169	30
1568	1
34	1
9234	2
9199	98
2252	1
1213	1
4292	44
10347	392
2817	17
2724	1
7918	10
1100	1
8580	103
4976	7
9380	171
1484	587
11782	103
5350	7
7447	2
8743	43
1568	1
9929	74
3018	1
64	1
2054	188
722	797
1179	1
1363	5
3382	1
4879	58
3134	6
6758	50
6836	17
2602	14
11070	124
11792	3569
881	1
121	1
6288	3
5216	1
1955	21
6204	104
5418	673
6853	1
8751	694
8244	2
5528	11
6738	78
2582	35
1306	19
8589	2
436	1
5864	134
3615	14
9581	131
2741	4
1542	2
3234	4
7318	16
25	1
3004	27
34	1
5370	18
3234	4
1822	358
2708	2
12543	120
143	2
12708	247
4420	1
8696	49
2123	43
787	342
729	5
931	1
10327	292
173	2
1350	351
1255	2
5024	38
10792	22
1250	8
1336	44
422	1
7754	1
907	1025
3864	713
34	1
11065	28
1100	1
1944	7
270	3
8224	214
143	1
8384	22
2199	77
3583	25
2369	2
1468	10
864	1
5106	19
11329	8
3000	4
1367	296
4752	71
25	1
7554	63
2113	1
5566	5
2326	1973
9709	180
1304	2
103	2
873	6
3075	6022
4015	42
7160	61
4210	20
9152	3
8943	2
3000	1
312	6
6974	21
7204	562
396	90
4647	13
4328	13
4795	6662
5655	4
92	1
10869	90
1051	8
2547	219
820	1
4344	680
2530	3
7682	56
2046	2
12880	114
913	1
940	1
12555	12
183	1
3087	18
7018	41
5997	48
1132	3
14024	73
14024	39
333	2
3568	5
12360	167
6542	306
7975	165
4057	1
4132	4
933	1
9393	344
10933	164
797	5
3487	14
2801	11
11188	208
1004	1
4583	52
8189	10
1046	1
226	5
8994	485
25	1
11015	59
1852	232
171	6
133	1
2429	119
7952	123
6487	65
64	1
994	2835
10028	80
441	3
8862	1030
7553	2950
143	1
6480	23
5376	2215
6690	2131
820	6
8888	1978
9827	1
1564	4
3114	1
10280	9
11242	26
4865	587
4746	682
5946	493
1786	1
5138	1
251	1
11677	33
1237	569
9431	1925
25	1
6961	107
1879	4
2243	53
276	1
7746	12
10042	29
2640	13
13672	299
4711	4
7697	3
7789	9
11685	634
436	1
204	4
1721	13
3293	107
1019	7
34	1
8044	189
3085	2
10658	4
162	1
1747	1453
4431	52
3379	21
8614	54
10179	62
7468	2
3205	1
8778	26
4384	142
3763	4280
1483	39
802	4
10817	37
4831	460
2993	5
2559	304
1923	2
386	2
7812	188
64	1
2846	74
7053	189
1933	4
6763	45
306	268
1667	1
9645	1555
304	1
160	1
1024	17
973	29
2274	2
900	927
8272	49
114	1
251	3
8385	403
10032	112
8474	78
64	1
12129	30
3811	82
3974	657
9205	946
7370	2869
14303	126
384	1
6498	17
3917	26
10719	17
1116	2
3533	14
171	1
12801	95
11781	66
5328	1
5534	1
217	1
7664	295
384	1
8094	49
2708	1
7685	1
133	20
5984	10841
11404	198
6631	9
344	2
6483	307
94	2
4045	1
7508	5
97	1
66	1
7935	115
273	22
5345	204
793	1
3701	6
1515	3
1816	15
1333	14
4013	164
10310	319
4640	4
1962	3
1305	33
217	1
9060	62
1883	2
1892	1001
51	89
6420	1286
4597	79
1467	121
3837	2
595	4
436	1
11899	35
344	1
5006	2
7161	242
8220	8
4996	31
4416	199
5655	1462
1783	736
2318	25
5317	1090
436	1
6415	167
121	1
2395	11
2008	7
11974	1491
1930	14
498	104
4421	1427
8873	635
1213	1
5825	127
71	1
4424	2
92	1
9205	7
66	1
7666	74
7636	4
34	1
5499	14
4180	5
596	3
6647	1
723	21
3115	262
202	6
10961	96
436	1
11842	16
276	1
8013	17
873	2
1649	105
384	1
1401	130
1967	5
1195	22
4324	88
744	3
1061	1
160	1
10319	4
12675	3
2955	116
5493	3
9052	63
12293	372
2529	3
7190	3
2711	117
436	1
7661	1
2822	2
3450	52
6518	192
7672	253
213	5
1090	1
3696	1
8125	12
5269	1
8281	133
1743	18
613	1
4981	3
3025	3
6573	3
4957	9
833	1
1287	1
2193	2
2440	1
9851	4
7046	1
2296	1049
5493	1
3064	3
11386	83
5602	1
6124	22
1945	2
5052	284
5078	21
332	1
9926	6
523	1
7907	4
8245	1
13610	75
938	1
561	1
4851	1
11384	1
3895	51
485	7
204	1
15	4
384	1
4579	269
8287	365
976	135
1556	281
1078	895
7630	8
8998	1
1796	6
5808	54
2093	18
4337	5
94	1
845	11
2865	87
1758	8
5660	2
2312	7
5522	86
222	1
1089	37
12508	9
8699	483
202	82
530	126
6352	64
66	1
1817	161
8520	77
6811	12
1407	6
238	1
34	1
4189	197
2359	1
2794	1
820	1
1668	455
3730	5
7953	7
4923	1
4923	1
873	9
6665	789
365	4
2053	1781
34	1
9067	1399
749	1
6921	23
696	493
3931	9
7127	3
1627	3
8314	20
528	1
207	1
10081	3
2559	89
2817	4
3499	118
1813	771
143	1
10874	8
4916	50
3060	14
1417	1
3756	91
2626	543
5431	20
436	1
6532	510
4685	2
2886	3
1945	8
3595	30
13794	373
459	9
3450	1
3731	7
10948	1686
476	89
675	459
7489	15
13058	5
7602	30
7877	85
8048	46
3068	142
8648	379
1165	1
2472	12
4004	28
3993	138
3239	35
1087	3
141	3
5675	579
8052	28
837	40
436	1
10230	92
143	1
9995	12
9621	1391
6991	206
8466	172
742	1
2738	1
3551	13
1618	1
1062	2
2814	2629
6675	65
77	1
5894	1
2125	1
4209	104
4486	1
2241	4
1287	1
1598	2
1883	1
5417	33
1471	1
7104	93
857	10
3208	1
4522	11
34	1
6536	11
1435	11
523	1
12616	318
13029	5
3326	1
8402	14
10868	460
1471	1
2382	36
1962	1
9620	490
5526	12
5870	42
5131	5
3191	5
276	1
1303	5
6653	445
4718	284
2514	6
3866	74
10125	2480
6834	3295
1173	1
4529	1
1082	1
11528	6
4662	2
6284	252
1663	5
7627	179
7061	28
4561	872
386	1
754	1
8714	2
8714	2
7104	1814
129	375
7513	35
9698	396
793	1
5502	6
143	1
7994	44
2036	1
8698	1
3800	1
14267	507
1213	2
9961	78
4668	2
2081	5
1329	2
3308	822
34	1
12443	22
160	5
8216	87
13831	37
2594	66
436	1
2018	1073
6682	58
11022	25
333	1
2395	1
1482	11
2886	3
864	14
3124	1481
2353	6
7336	27
796	1
6450	1
384	1
3285	341
303	23
634	1
436	1
3975	1268
3770	4
5523	35
624	10
1131	1
344	1
5992	1
818	4
8192	27
34	1
11373	68
2653	30
1021	1
1213	1
12485	407
10972	9
5200	1
1238	35
166	3
873	1
655	143
121	2
6244	7
4672	181
1546	111
660	3
4005	103
12509	4
7285	212
1835	93
4171	11
6396	1
780	25
5870	43
5265	2
1316	1
2657	26
8449	1
12170	2
2660	6
4055	51
1761	1
3222	79
12244	2
5469	1
7135	8
1720	1
10952	827
12519	77
3798	178
436	1
13520	266
3645	6
13925	1096
436	1
1667	1
11570	2957
3570	3
3570	3
14329	1418
436	1
1004	3
4212	98
7695	24
603	1
14057	1432
1579	55
2063	72
819	23
2168	106
5108	7
62	2
11352	95
7317	1823
300	152
2256	198
1332	3
143	1
6168	33
2181	1
3979	1
10637	279
2963	82
11005	20
1651	1
64	1
7892	5728
969	1
416	13
3123	2
8130	9
25	1
6118	189
1471	1
7124	204
1019	3
1176	5
384	1
1443	22
2458	1
4044	5
4476	7
2719	22
64	1
7608	4257
2155	26
4271	450
8398	221
1062	4
5988	1291
12588	157
805	194
1376	7
162	1
4919	11
344	1
1730	194
9814	443
7051	11
2373	1
4405	2
4290	1
6858	56
2336	142
1548	5
25	1
7027	130
492	3
9716	355
2284	4
4608	13
6457	57
11750	7
7298	431
1332	5
10396	102
10510	34
5772	1
12569	46
14033	2213
436	1
1252	1
4582	5
34	1
5768	42
6074	9
14189	21
1024	8
1720	1
12837	40
7881	134
3698	239
9149	3
8234	286
305	1
5993	308
5602	8
436	1
5987	237
2607	11
4632	34
64	1
9561	379
1166	1
2883	1
1952	42
4783	25
10757	8
7479	1181
276	1
7842	4
70	3
1351	39
4634	2
4588	24
1732	2
7762	91
9235	10
4964	1
4143	7
4081	6
6647	1
1179	1
739	1
7248	106
64	1
6924	41
10096	16
4415	1
121	1
1709	36
1667	1
5330	2360
2980	29
3347	59
2229	16
806	28
3796	15
6997	91
13703	5
3410	1
436	1
382	7
1534	53
10215	89
523	2
595	254
1439	2
4584	18
6284	19
6909	932
1684	1
4797	4
2761	1
8821	10
2373	1
10295	44
25	1
5823	152
143	1
11033	83
4901	85
4125	6
1004	1
794	30
5621	13
10776	279
1100	1
7457	252
436	1
12299	247
7266	75
10037	19
254	3
6707	15
214	5
5855	83
237	5
498	62
11338	51
2612	3
1707	6
7430	5
143	1
2471	52
6	1
3723	80
10756	145
11586	51
64	1
7385	804
1544	194
12803	109
9077	2636
664	205
818	1
9559	3
4294	1
4701	25
3893	85
